against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,experience_growth,height_m,percentage_male,pokedex_number,weight_kg
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,385,120,Tadpole Pokémon,1059860,1.0,50,61,20.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,385,120,Tadpole Pokémon,1059860,1.0,50,61,20.0
0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,5120,70,510,45,Tadpole Pokémon,1059860,1.3,50,62,54.0
0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,5120,70,510,45,Tadpole Pokémon,1059860,1.3,50,62,54.0
0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,5120,70,510,45,Tadpole Pokémon,1059860,1.3,50,62,54.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,310,200,Psi Pokémon,1059860,0.9,75.4,63,19.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,310,200,Psi Pokémon,1059860,0.9,75.4,63,19.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,310,200,Psi Pokémon,1059860,0.9,75.4,63,19.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,400,100,Psi Pokémon,1059860,1.3,75.4,64,56.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,400,100,Psi Pokémon,1059860,1.3,75.4,64,56.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,400,100,Psi Pokémon,1059860,1.3,75.4,64,56.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,600,50,Psi Pokémon,1059860,1.5,75.4,65,48.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,600,50,Psi Pokémon,1059860,1.5,75.4,65,48.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,600,50,Psi Pokémon,1059860,1.5,75.4,65,48.0
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,305,180,Superpower Pokémon,1059860,0.8,75.4,66,19.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,305,180,Superpower Pokémon,1059860,0.8,75.4,66,19.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,305,180,Superpower Pokémon,1059860,0.8,75.4,66,19.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,405,90,Superpower Pokémon,1059860,1.5,75.4,67,70.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,405,90,Superpower Pokémon,1059860,1.5,75.4,67,70.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,405,90,Superpower Pokémon,1059860,1.5,75.4,67,70.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,505,45,Superpower Pokémon,1059860,1.6,75.4,68,130.0
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,505,45,Superpower Pokémon,1059860,1.6,75.4,68,130.0
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,505,45,Superpower Pokémon,1059860,1.6,75.4,68,130.0
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,300,255,Flower Pokémon,1059860,0.7,50,69,4.0
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,300,255,Flower Pokémon,1059860,0.7,50,69,4.0
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,390,120,Flycatcher Pokémon,1059860,1.0,50,70,6.4
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,390,120,Flycatcher Pokémon,1059860,1.0,50,70,6.4
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,490,45,Flycatcher Pokémon,1059860,1.7,50,71,15.5
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,490,45,Flycatcher Pokémon,1059860,1.7,50,71,15.5
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,335,190,Jellyfish Pokémon,1250000,0.9,50,72,45.5
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,335,190,Jellyfish Pokémon,1250000,0.9,50,72,45.5
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,335,190,Jellyfish Pokémon,1250000,0.9,50,72,45.5
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,515,60,Jellyfish Pokémon,1250000,1.6,50,73,55.0
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,515,60,Jellyfish Pokémon,1250000,1.6,50,73,55.0
0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,515,60,Jellyfish Pokémon,1250000,1.6,50,73,55.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,300,255,Rock Pokémon,1059860,,50,74,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,300,255,Rock Pokémon,1059860,,50,74,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,300,255,Rock Pokémon,1059860,,50,74,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,300,255,Rock Pokémon,1059860,,50,74,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,300,255,Rock Pokémon,1059860,,50,74,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,300,255,Rock Pokémon,1059860,,50,74,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,390,120,Rock Pokémon,1059860,,50,75,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,390,120,Rock Pokémon,1059860,,50,75,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,390,120,Rock Pokémon,1059860,,50,75,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,390,120,Rock Pokémon,1059860,,50,75,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,390,120,Rock Pokémon,1059860,,50,75,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,390,120,Rock Pokémon,1059860,,50,75,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,495,45,Megaton Pokémon,1059860,,50,76,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,495,45,Megaton Pokémon,1059860,,50,76,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,495,45,Megaton Pokémon,1059860,,50,76,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,495,45,Megaton Pokémon,1059860,,50,76,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,495,45,Megaton Pokémon,1059860,,50,76,
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,3840,70,495,45,Megaton Pokémon,1059860,,50,76,
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,410,190,Fire Horse Pokémon,1000000,1.0,50,77,30.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,410,190,Fire Horse Pokémon,1000000,1.0,50,77,30.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,410,190,Fire Horse Pokémon,1000000,1.0,50,77,30.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,500,60,Fire Horse Pokémon,1000000,1.7,50,78,95.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,500,60,Fire Horse Pokémon,1000000,1.7,50,78,95.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,500,60,Fire Horse Pokémon,1000000,1.7,50,78,95.0
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,315,190,Dopey Pokémon,1000000,1.2,50,79,36.0
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,315,190,Dopey Pokémon,1000000,1.2,50,79,36.0
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,315,190,Dopey Pokémon,1000000,1.2,50,79,36.0
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,590,75,Hermit Crab Pokémon,1000000,1.6,50,80,78.5
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,590,75,Hermit Crab Pokémon,1000000,1.6,50,80,78.5
2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,590,75,Hermit Crab Pokémon,1000000,1.6,50,80,78.5
0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,325,190,Magnet Pokémon,1000000,0.3,,81,6.0
0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,325,190,Magnet Pokémon,1000000,0.3,,81,6.0
0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,325,190,Magnet Pokémon,1000000,0.3,,81,6.0
0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,465,60,Magnet Pokémon,1000000,1.0,,82,60.0
0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,465,60,Magnet Pokémon,1000000,1.0,,82,60.0
0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,465,60,Magnet Pokémon,1000000,1.0,,82,60.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,377,45,Wild Duck Pokémon,1000000,0.8,50,83,15.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,377,45,Wild Duck Pokémon,1000000,0.8,50,83,15.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,377,45,Wild Duck Pokémon,1000000,0.8,50,83,15.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,310,190,Twin Bird Pokémon,1000000,1.4,50,84,39.2
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,310,190,Twin Bird Pokémon,1000000,1.4,50,84,39.2
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,310,190,Twin Bird Pokémon,1000000,1.4,50,84,39.2
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,470,45,Triple Bird Pokémon,1000000,1.8,50,85,85.2
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,470,45,Triple Bird Pokémon,1000000,1.8,50,85,85.2
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,470,45,Triple Bird Pokémon,1000000,1.8,50,85,85.2
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,Sea Lion Pokémon,1000000,1.1,50,86,90.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,Sea Lion Pokémon,1000000,1.1,50,86,90.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,Sea Lion Pokémon,1000000,1.1,50,86,90.0
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,475,75,Sea Lion Pokémon,1000000,1.7,50,87,120.0
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,475,75,Sea Lion Pokémon,1000000,1.7,50,87,120.0
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,475,75,Sea Lion Pokémon,1000000,1.7,50,87,120.0
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,325,190,Sludge Pokémon,1000000,,50,88,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,325,190,Sludge Pokémon,1000000,,50,88,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,325,190,Sludge Pokémon,1000000,,50,88,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,325,190,Sludge Pokémon,1000000,,50,88,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,325,190,Sludge Pokémon,1000000,,50,88,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,325,190,Sludge Pokémon,1000000,,50,88,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,500,75,Sludge Pokémon,1000000,,50,89,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,500,75,Sludge Pokémon,1000000,,50,89,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,500,75,Sludge Pokémon,1000000,,50,89,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,500,75,Sludge Pokémon,1000000,,50,89,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,500,75,Sludge Pokémon,1000000,,50,89,
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,500,75,Sludge Pokémon,1000000,,50,89,
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,305,190,Bivalve Pokémon,1250000,0.3,50,90,4.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,305,190,Bivalve Pokémon,1250000,0.3,50,90,4.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,305,190,Bivalve Pokémon,1250000,0.3,50,90,4.0
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,525,60,Bivalve Pokémon,1250000,1.5,50,91,132.5
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,525,60,Bivalve Pokémon,1250000,1.5,50,91,132.5
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,525,60,Bivalve Pokémon,1250000,1.5,50,91,132.5
0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,5120,70,310,190,Gas Pokémon,1059860,1.3,50,92,0.1
0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,5120,70,405,90,Gas Pokémon,1059860,1.6,50,93,0.1
0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,5120,70,600,45,Shadow Pokémon,1059860,1.5,50,94,40.5
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,6400,70,385,45,Rock Snake Pokémon,1000000,8.8,50,95,210.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,6400,70,385,45,Rock Snake Pokémon,1000000,8.8,50,95,210.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,6400,70,385,45,Rock Snake Pokémon,1000000,8.8,50,95,210.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,328,190,Hypnosis Pokémon,1000000,1.0,50,96,32.4
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,328,190,Hypnosis Pokémon,1000000,1.0,50,96,32.4
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,328,190,Hypnosis Pokémon,1000000,1.0,50,96,32.4
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,483,75,Hypnosis Pokémon,1000000,1.6,50,97,75.6
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,483,75,Hypnosis Pokémon,1000000,1.6,50,97,75.6
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,483,75,Hypnosis Pokémon,1000000,1.6,50,97,75.6
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,225,River Crab Pokémon,1000000,0.4,50,98,6.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,225,River Crab Pokémon,1000000,0.4,50,98,6.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,225,River Crab Pokémon,1000000,0.4,50,98,6.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,475,60,Pincer Pokémon,1000000,1.3,50,99,60.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,475,60,Pincer Pokémon,1000000,1.3,50,99,60.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,475,60,Pincer Pokémon,1000000,1.3,50,99,60.0
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,330,190,Ball Pokémon,1000000,0.5,,100,10.4
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,330,190,Ball Pokémon,1000000,0.5,,100,10.4
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,330,190,Ball Pokémon,1000000,0.5,,100,10.4
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,490,60,Ball Pokémon,1000000,1.2,,101,66.6
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,490,60,Ball Pokémon,1000000,1.2,,101,66.6
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,490,60,Ball Pokémon,1000000,1.2,,101,66.6
4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,325,90,Egg Pokémon,1250000,0.4,50,102,2.5
4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,325,90,Egg Pokémon,1250000,0.4,50,102,2.5
4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,530,45,Coconut Pokémon,1250000,,50,103,
4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,530,45,Coconut Pokémon,1250000,,50,103,
4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,530,45,Coconut Pokémon,1250000,,50,103,
4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,530,45,Coconut Pokémon,1250000,,50,103,
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,320,190,Lonely Pokémon,1000000,0.4,50,104,6.5
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,320,190,Lonely Pokémon,1000000,0.4,50,104,6.5
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,320,190,Lonely Pokémon,1000000,0.4,50,104,6.5
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,425,75,Bone Keeper Pokémon,1000000,,50,105,
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,425,75,Bone Keeper Pokémon,1000000,,50,105,
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,425,75,Bone Keeper Pokémon,1000000,,50,105,
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,425,75,Bone Keeper Pokémon,1000000,,50,105,
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,425,75,Bone Keeper Pokémon,1000000,,50,105,
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,425,75,Bone Keeper Pokémon,1000000,,50,105,
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,Kicking Pokémon,1000000,1.5,100,106,49.8
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,Kicking Pokémon,1000000,1.5,100,106,49.8
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,Kicking Pokémon,1000000,1.5,100,106,49.8
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,Punching Pokémon,1000000,1.4,100,107,50.2
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,Punching Pokémon,1000000,1.4,100,107,50.2
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,Punching Pokémon,1000000,1.4,100,107,50.2
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,385,45,Licking Pokémon,1000000,1.2,50,108,65.5
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,385,45,Licking Pokémon,1000000,1.2,50,108,65.5
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,385,45,Licking Pokémon,1000000,1.2,50,108,65.5
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,340,190,Poison Gas Pokémon,1000000,0.6,50,109,1.0
0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,490,60,Poison Gas Pokémon,1000000,1.2,50,110,9.5
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,345,120,Spikes Pokémon,1250000,1.0,50,111,115.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,345,120,Spikes Pokémon,1250000,1.0,50,111,115.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,345,120,Spikes Pokémon,1250000,1.0,50,111,115.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,485,60,Drill Pokémon,1250000,1.9,50,112,120.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,485,60,Drill Pokémon,1250000,1.9,50,112,120.0
1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,485,60,Drill Pokémon,1250000,1.9,50,112,120.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,450,30,Egg Pokémon,800000,1.1,0,113,34.6
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,450,30,Egg Pokémon,800000,1.1,0,113,34.6
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,450,30,Egg Pokémon,800000,1.1,0,113,34.6
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,435,45,Vine Pokémon,1000000,1.0,50,114,35.0
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,435,45,Vine Pokémon,1000000,1.0,50,114,35.0
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,435,45,Vine Pokémon,1000000,1.0,50,114,35.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,590,45,Parent Pokémon,1000000,2.2,0,115,80.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,590,45,Parent Pokémon,1000000,2.2,0,115,80.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,590,45,Parent Pokémon,1000000,2.2,0,115,80.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,295,225,Dragon Pokémon,1000000,0.4,50,116,8.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,295,225,Dragon Pokémon,1000000,0.4,50,116,8.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,295,225,Dragon Pokémon,1000000,0.4,50,116,8.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,440,75,Dragon Pokémon,1000000,1.2,50,117,25.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,440,75,Dragon Pokémon,1000000,1.2,50,117,25.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,440,75,Dragon Pokémon,1000000,1.2,50,117,25.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,320,225,Goldfish Pokémon,1000000,0.6,50,118,15.0
